STANOX NO.,FULL NAME,CRS CODE,NR ROUTE
7973,BEATTOCK SUMMIT U.P.L.,,Scotland
7976,BEATTOCK U.P.L.,,Scotland
7996,BEATTOCK UP SDGS,,Scotland
7987,BEATTOCK UP SUMMIT SDGS,,Scotland
86896,BEAULIEU ROAD,BEU,Wessex
1089,BEAULY,BEL,Scotland
38208,BEBINGTON,BEB,LNW
49103,BECCLES,BCC,Anglia
88472,BECKENHAM HILL,BEC,Kent
88316,BECKENHAM JN SIGNAL VS607,,Kent
88315,BECKENHAM JUNCTION,BKJ,Kent
23507,BECKINGHAM LOOP,,LNE
15904,BEDALE (TEST),,LNE
62011,BEDFORD,BDM,East Midlands
62014,BEDFORD C S,,East Midlands
62015,BEDFORD CAULDWELL DEPOT,,East Midlands
62017,BEDFORD ENGINEERS SDGS,,East Midlands
62008,BEDFORD NORTH JN.,,East Midlands
62009,BEDFORD NORTH SIDINGS,,East Midlands
62016,BEDFORD SOUTH JN.,,East Midlands
62035,BEDFORD ST JOHNS,BSJ,East Midlands
62036,BEDFORD ST JOHNS G.L.,,East Midlands
62021,BEDFORD WASH ROAD,,East Midlands
86339,BEDHAMPTON,BDH,Wessex
12236,BEDLINGTON NTH. L.C.,,LNE
12241,BEDL'TON FURNACEWAY SDGS,,LNE
81813,BEDMINSTER,BMT,Western
69106,BEDWORTH,BEH,LNW
69105,BEDWORTH GROUND FRAME,,LNW
69104,BEDWORTH MURCO SDGS,,LNW
74816,BEDWYN,BDW,Western
74823,BEDWYN REVERSING SIDING,,Western
89415,BEECHBROOK FARM LOOP,,Kent
82115,BEECHGROVE GF,,Western
55214,BEESTNSDS,,East Midlands
55212,BEESTON,BEE,East Midlands
42113,BEESTON CASTLE & T. S. B.,,LNW
55211,BEESTON CEMENT SDGS,,East Midlands
55217,BEESTON NORTH JN,,East Midlands
55215,BEESTON SIDINGS,,East Midlands
55216,BEESTON SIMS MCINTYRE LTD,,East Midlands
55210,BEESTON SIMS METAL ADVENZA,,East Midlands
55218,BEESTON SIMS METALS FHH,,East Midlands
55220,BEESTON SIMS METALS GBRF,,East Midlands
55213,BEESTON SOUTH JN,,East Midlands
55209,BEESTSSFL,,East Midlands
25826,BEIGHTON DEPOT,,LNE
25827,BEIGHTON DEPOT E ALLEN,,LNE
25831,BEIGHTON JN,,LNE
25825,BEIGHTON STATION JN,,LNE
7100,BEITH,,Scotland
89513,BEKESBOURNE,BKS,Kent
15015,BELASIS LANE S.B.,,LNE
12107,BELFORD DOWN RECESS SDGS,,LNE
12106,BELFORD L.C.,,LNE
54304,BELLE ISLE,XKB,LNE
32061,BELLE VUE,BLV,LNW
6701,BELLGROVE,BLG,Scotland
6530,BELLGROVE SIG YS783,,Scotland
6705,BELLGROVE SIG YS785,,Scotland
88471,BELLINGHAM,BGM,Kent
88484,BELLINGHAM SIDING,,Kent
7429,BELLSHILL,BLH,Scotland
44221,BELLWATER JN. S.B.,,LNE
87675,BELMONT,BLM,Sussex
23432,BELMONT DOWN YARD,,LNE
8620,BELMONT L.C. AYRSHIRE,,Scotland
57111,BELPER,BLP,East Midlands
89329,BELTRING,BEG,Kent
88602,BELVEDERE,BVD,Kent
19006,BEMPTON,BEM,LNE
17054,BEN RHYDDING,BEY,LNE
51014,BENFLEET,BEF,Anglia
7435,BENHAR JN,XJB,Scotland
7437,BENHAR JN C.E.,,Scotland
232,BENIFAYO-ALMOSAFES,,Non Britain
16401,BENINGBROUGH,,LNE
11563,BENTHAM,BEN,LNW
56302,BENTINCK COLLY SDGS,,East Midlands
87024,BENTLEY,BTY,Wessex
23115,BENTLEY (S.YORKS),BYK,LNE
49300,BENTLEY (SUFFOLK),,Anglia
23201,BENTLEY CROSSOVER,,LNE
66463,BENTLEY HEATH CROSSING,,LNW
23027,BENTLEY JN,,LNE
12419,BENTON (METRO),BNO,LNE
12255,BENTON NTH JN,,LNE
84207,BERE ALSTON,BAS,Western
84205,BERE FERRERS,BFE,Western
68144,BERKELEY C.E.G.B.,,Western
68145,BERKELEY RD JN,,Western
70421,BERKHAMSTED,BKM,LNW
69211,BERKSWELL,BKW,LNW
48066,BERNEY ARMS,BYA,Anglia
18488,BERRY BROW,BBW,LNE
87170,BERRYLANDS,BRS,Wessex
88245,BERWCK SX,,Sussex
88246,BERWICK (SUSSEX),BRK,Sussex
12002,BERWICK UPON TWEED GDS LP,,LNE
12001,BERWICK-UPON-TWEED,BWK,LNE
12000,BERWICK-U-T NTH DOWN SDGS,,LNE
35018,BESCAR LANE,BES,LNW
65703,BESCOT BALLAST RECLAIM STE,,LNW
65713,BESCOT C&D ROADS SPOIL TIP,,LNW
65708,BESCOT CURVE JN.,,LNW
65700,BESCOT DOWN SIDE,XBY,LNW
65712,BESCOT HOLDING SIDINGS,,LNW
65990,BESCOT HQ,,LNW
65709,BESCOT JN,,LNW
65707,BESCOT STADIUM,BSC,LNW
65701,BESCOT STORAGE SIDINGS,,LNW
65702,BESCOT T.M.D.,,LNW
65710,BESCOT UP AND DOWN GOODS,,LNW
65714,BESCOT UP BROOK SDGS,,LNW
65705,BESCOT UP ENGINEERS SDGS,,LNW
65706,BESCOT UP LOOP,,LNW
65711,BESCOT UP REC SDGS - VRT Q,,LNW
65704,BESCOTBKS,,LNW
65715,BESCTDSRP,,LNW
23475,BESSACARR JN,,LNE
55208,BESTON SIGNAL 344,,East Midlands
55111,BESTWOOD PARK JN,,East Midlands
87085,BETCHWORTH,BTO,Wessex
87090,BETCHWORTH UP CE SIDING,,Wessex
52739,BETHNAL GREEN,BET,Anglia
52744,BETHNAL GREEN EAST JN.,,Anglia
52740,BETHNAL GREEN NORTH JN.,,Anglia
52742,BETHNAL GREEN WEST JN.,,Anglia
42300,BETLEY ROAD SB,,LNW
889,BETTEMBOURG,BBR,Non Britain
40061,BETWS-Y-COED,BYC,Wales
19023,BEVERLEY,BEV,LNE
88275,BEXHILL,BEX,Sussex
88463,BEXLEY,BXY,Kent
88421,BEXLEYHEATH,BXH,Kent
66406,B'HAM SNOW HILL SIGNAL 459,,LNW
66950,BHAMSTANH,,LNW
74554,BICESTER C.O.D.,,Western
74553,BICESTER C.O.D. G.F.,,Western
74555,BICESTER LONDON RD L.C.,,Western
69502,BICESTER NORTH,BCS,LNW
69501,BICESTER NORTH ENG SDG,,LNW
69499,BICESTER NORTH TURNBACK SG,,LNW
69503,BICESTER SIGNAL ME2034,,LNW
74557,BICESTER TOWN,BIT,Western
88478,BICKLEY,BKL,Kent
88479,BICKLEY JN,XLY,Kent
38012,BIDSTON,BID,LNW
38014,BIDSTON EAST JN,,LNW
38013,BIDSTON SIDINGS,,LNW
38015,BIDSTON SIGNAL 1544,,LNW
38007,BIDSTONSS,,LNW
45611,BIGGLESWADE,BIW,LNE
45612,BIGGLESWADE PLASMOR,,LNE
45614,BIGGLESWADE SIG K235,,LNE
65035,BILBROOK,BBK,LNW
50327,BILLERICAY,BIC,Anglia
15039,BILLINGHAM,BIL,LNE
15029,BILLINGHAM JN,,LNE
15021,BILLINGHAM MARCROFT ENG.,,LNE
15022,BILLINGHAM RFS ENG,,LNE
87951,BILLINGSHURST,BIG,Sussex
55625,BINGHAM,BIN,East Midlands
17016,BINGLEY,BIY,LNE
66033,BIRCH COPPICE EXCHANGE SDG,,LNW
66035,BIRCH COPPICE FLT,,LNW
66034,BIRCH COPPICE FREIGHTLINER,,LNW
66036,BIRCH COPPICE GBRF,,LNW
78387,BIRCHGROVE,BCG,Wales
89479,BIRCHINGTON-ON-SEA,BCH,Kent
36716,BIRCHWOOD,BWD,LNW
88312,BIRKBECK,BIK,Kent
36060,BIRKDALE,BDL,LNW
38101,BIRKENHEAD CAVENDISH T.C.,,LNW
38200,BIRKENHEAD CENTRAL,BKC,LNW
38199,BIRKENHEAD CENTRAL C.S.,,LNW
38197,BIRKENHEAD CENTRAL SIG 717,,LNW
38131,BIRKENHEAD DOCKS (MDHC),,LNW
38151,BIRKENHEAD NORTH,BKN,LNW
38155,BIRKENHEAD NORTH E.M.U.D,XDB,LNW
38152,BIRKENHEAD NORTH SIGNL 564,,LNW
38017,BIRKENHEAD NORTH SIGNL 601,,LNW
38153,BIRKENHEAD PARK,BKP,LNW
9437,BIRKETT TUNNEL,,LNW
66920,BIRMING20,,LNW
66930,BIRMING30,,LNW
66940,BIRMING40,,LNW
57800,BIRMINGHAM CURVE JN,,East Midlands
69214,BIRMINGHAM INTER NORTH JN,,LNW
69216,BIRMINGHAM INTER SOUTH JN,,LNW
69215,BIRMINGHAM INTERNATIONAL,BHI,LNW
66418,BIRMINGHAM MOOR ST SDG,,LNW
66410,BIRMINGHAM MOOR ST SDGS 2,,LNW
66411,BIRMINGHAM MOOR STREET,BMO,LNW
65629,BIRMINGHAM NEW ST BALLAST,,LNW
65630,BIRMINGHAM NEW STREET,BHM,LNW
66409,BIRMINGHAM SNOW HILL,BSW,LNW
66408,BIRMINGHAM SNOW HILL T/B S,,LNW
66990,BIRMINGHM,,LNW
13554,BIRTLEY JN,,LNE
15826,BISHOP AUCKLAND,BIA,LNE
15827,BISHOP AUCKLAND WEARDALE,,LNE
6443,BISHOPBRIGGS,BBG,Scotland
83020,BISHOPS LYDEARD GBRF,,Western
83014,BISHOPS LYDEARD WS RWY,BIB,Western
47412,BISHOPS STORTFORD,BIS,Anglia
47413,BISHOPS STORTFORD C. SDGS,,Anglia
47501,BISHOPS STORTFORD CHARRGTN,,Anglia
47411,BISHOPS STORTFORD RECP.,,Anglia
88238,BISHOPSTONE,BIP,Sussex
7132,BISHOPTON,BPT,Scotland
7131,BISHOPTON BRIT. AEROSPACE,,Scotland
86216,BITTERNE,BTE,Wessex
23456,BLACK CARR JN (DONCASTER),,LNE
29150,BLACKBURN,BBN,LNW
29170,BLACKBURN BOLTON BRANCH JN,,LNW
29155,BLACKBURN BOLTON JN,,LNW
29152,BLACKBURN BOLTON ROAD SDG,,LNW
29153,BLACKBURN EAST LANCS SDG,,LNW
29157,BLACKBURN GILBRAITHS,,LNW
29151,BLACKBURN STATION H.S.,,LNW
29160,BLACKBURN TAYLOR STREET,,LNW
3155,BLACKFORD,,Scotland
3154,BLACKFORD DOWN SDG ISU CE,,Scotland
3158,BLACKFORD UP SIDING,,Scotland
87242,BLACKFRIARS C.H.S.,XCB,Sussex
88395,BLACKFRIARS JN,,Kent
87229,BLACKFRIARS SIGNAL VS688,,Sussex
87770,BLACKHAM JN,,Sussex
88416,BLACKHEATH,BKH,Kent
14185,BLACKHILLS FARM,,LNE
51555,BLACKHORSE ROAD,BHO,Anglia
30021,BLACKPOOL NORTH,BPN,LNW
30022,BLACKPOOL NORTH CAR. M.D.,XNS,LNW
30034,BLACKPOOL PLEASURE BEACH,BPB,LNW
30033,BLACKPOOL SOUTH,BPS,LNW
7328,BLACKRIDGE,BKR,Scotland
30221,BLACKROD,BLK,LNW
69504,BLACKTHORNE,,LNW
87009,BLACKWATER,BAW,Wessex
67001,BLACKWELL,,LNW
56126,BLACKWELL (DB SCHENKER),,East Midlands
56123,BLACKWELL FHH,,East Midlands
56124,BLACKWELL SIG 4726,,East Midlands
56125,BLACKWELL SIG 4727,,East Midlands
56129,BLACKWELL SOUTH JN (DERBS),,East Midlands
40066,BLAENAU FFESTINIOG,BFF,Wales
40069,BLAENAU FFESTINIOG NO2 GF,,Wales
40068,BLAENAU FFESTINIOG NO3 GF,,Wales
3101,BLAIR ATHOLL,BLA,Scotland
3099,BLAIR ATHOLL DOWN SIDINGS,,Scotland
6714,BLAIRHILL,BAI,Scotland
65343,BLAKE STREET,BKT,LNW
65938,BLAKEDOWN,BKD,LNW
7486,BLANTYRE,BLT,Scotland
82207,BLATCHBRIDGE JN,,Western
13403,BLAYDON,BLO,LNE
9445,BLEA MOOR,,LNW
55505,BLEASBY,BSB,East Midlands
74450,BLETCH GF,,Western
70304,BLETCHC&W,,LNW
70306,BLETCHLEY,BLY,LNW
70309,BLETCHLEY C.S.,XBL,LNW
70295,BLETCHLEY CAMBRIDGE SDGS,,LNW
70307,BLETCHLEY CE SDGS,,LNW
70299,BLETCHLEY DOWN GOODS LOOP,,LNW
70296,BLETCHLEY DOWN SDGS,,LNW
70312,BLETCHLEY DRAYTON ROAD JN,,LNW
70305,BLETCHLEY FIELD SIDINGS,,LNW
70301,BLETCHLEY FLYOVER JN,,LNW
70308,BLETCHLEY ISU (S&TE),,LNW
70303,BLETCHLEY R.M.C.,,LNW
70297,BLETCHLEY SHUNT NECK,,LNW
70292,BLETCHLEY SIG 76 (DN FAST),,LNW
70293,BLETCHLEY SMT OF FLYOVER,,LNW
70310,BLETCHLEY SOUTH JN,,LNW
70294,BLETCHLEY SWANBOURNE SDG,,LNW
70302,BLETCHLEY T.M.D.,XBQ,LNW
70298,BLETCHLEY UP GOODS LOOP,,LNW
70300,BLETCHLEY YARD,XYB,LNW
4813,BLINDWELLS OPENCAST,,Scotland
70138,BLISWORTH C.E. SDGS,,LNW
70139,BLISWORTH GROUND FRAME,,LNW
30166,BLNSCOUGH,,LNW
46003,BLOTOFT SIGNAL BOX,,LNE
65522,BLOXWCH,,LNW
65519,BLOXWICH,BLX,LNW
65517,BLOXWICH NORTH,BWN,LNW
65523,BLOXWICH SIGNAL 103,,LNW
65520,BLOXWICH SIGNAL BOX,,LNW
88412,BLUE ANCHOR (KENT),,Kent
36068,BLUNDELLSANDS & CROSBY,BLN,LNW
12990,BLYTH,,LNE
12230,BLYTH CAMBOIS L.I.P.,,LNE
12231,BLYTH EWS C&W,,LNE
43503,BLYTHE BRIDGE,BYB,LNW
1143,BOAT OF GARTEN,BGR,Scotland
2040,BOAT OF KINTORE,,Scotland
23,BOCHUM HBF,BUM,Non Britain
85011,BODMIN PARKWAY,BOD,Western
85012,BODMIN SDG,,Western
85015,BODMINPW,,Western
40017,BODORGAN,BOR,Wales
27,BOENEN,,Non Britain
9193,BOG JN,,LNW
86441,BOGNOR REGIS,BOG,Sussex
86440,BOGNOR REGIS (BALLAST),,Sussex
86442,BOGNOR REGIS SIGNAL BR13,,Sussex
8301,BOGSIDE (AYRSHIRE),,Scotland
8303,BOGSIDE JUNCTION,,Scotland
7028,BOGSTON,BGS,Scotland
14001,BOLDON NORTH JUNCTION,,LNE
14002,BOLDON WEST JCN,,LNE
72250,BOLLOLANE,,Anglia
27113,BOLSOVER C&W EWS,,LNE
27114,BOLSOVER COALITE,,LNE
27115,BOLSOVER COALITE (FHH),,LNE
31620,BOLTON,BON,LNW
24011,BOLTON-UPON-DEARNE,BTD,LNE
5116,BO'NESS D.P.L.,,Scotland
5118,BO'NESS G.F.,,Scotland
5117,BO'NESS JN,,Scotland
5115,BO'NESS JN EXCHANGE SDG,,Scotland
31,BONN HBF,BNJ,Non Britain
87072,BOOKHAM,BKA,Wessex
16245,BOOTHAM,,LNE
11209,BOOTLE,BOC,LNW
36600,BOOTLE BRANCH JN,,LNW
36074,BOOTLE JN,,LNW
36071,BOOTLE NEW STRAND,BNW,LNW
36072,BOOTLE ORIEL ROAD,BOT,LNW
88284,BOPEEP JN S.B.,XOP,Kent
792,BORDEAUX ST. JEAN,BOX,Non Britain
845,BORDERTGV,,Non Britain
66412,BORDESLEY,BBS,LNW
66324,BORDESLEY JN,XIR,LNW
66419,BORDESLEY LOOP,,LNW
66417,BORDESLEY M.A.T.,,LNW
66413,BORDESLEY SIGNAL LJ7326,,LNW
66416,BORDSLEY T.C.,,LNW
89401,BOROUGH GREEN & WROTHAM,BRG,Kent
89412,BOROUGH GREEN DOWN LOOP,,Kent
89435,BOROUGH GREEN SIGNAL ME303,,Kent
88404,BOROUGH MARKET JN,,Kent
15882,BOROUGHBRIDGE RD. L.C.,,LNE
9339,BORROW BROOK VIADUCT,,LNW
64604,BORTH,BRH,Wales
86373,BOSHAM,BOH,Sussex
44217,BOSTNDKCL,,LNE
44212,BOSTON,BSN,LNE
44216,BOSTON DOCKS,,LNE
44215,BOSTON LAFARGE REDLAND,,LNE
44214,BOSTON SLEAFORD SIDINGS,,LNE
44213,BOSTON STATION SIDINGS,,LNE
19101,BOTANIC GARDENS D.M.U.D.,XBG,LNE
86202,BOTLEY,BOE,Wessex
86203,BOTLEY AGGREGATE SDGS.,,Wessex
44511,BOTTESFORD,BTF,LNE
44512,BOTTESFORD WEST JN,,LNE
28508,BOUGHTON,,LNE
28509,BOUGHTON JN,,LNE
15687,BOULBMIN,,LNE
15686,BOULBY MINE CARLIN HOW FHH,,LNE
15684,BOULBY POTASH RECP.,,LNE
15685,BOULBYMIN,,LNE
44027,BOULTHAM JN,,LNE
54101,BOUNDS GREEN T&R.S.M.D,XGD,LNE
768,BOURG ST MAURICE,XIB,Non Britain
779,BOURG-EN-BRESSE,,Non Britain
74014,BOURNE END,BNE,Western
71009,BOURNE END JN (HERTS),XOE,LNW
71018,BOURNE END SIGNAL WT1412,,LNW
71016,BOURNE END SIGNAL WT1414,,LNW
71017,BOURNE END SIGNAL WT1419,,LNW
71015,BOURNE END SIGNAL WT1421,,LNW
86921,BOURNEMOUTH,BMH,Wessex
86928,BOURNEMOUTH HURN AIRPORT,BHA,Wessex
86924,BOURNEMOUTH MIDDLE SDGS,,Wessex
86920,BOURNEMOUTH SIG BC1011,,Wessex
86926,BOURNEMOUTH SIGNAL 21,,Wessex
86923,BOURNEMOUTH T&R.S.M.D,XBM,Wessex
86922,BOURNEMOUTH T&RS DEPOT,,Wessex
86925,BOURNEMOUTH UP SIDING,,Wessex
66503,BOURNVILLE,BRV,LNW
74335,BOURTON,,Western
62055,BOW BRICKHILL,BWB,East Midlands
52601,BOW DEPOT,,Anglia
52607,BOW DEPOT (OLYMPICS),,Anglia
52600,BOW DEPOT EWS LOOP,,Anglia
52606,BOW DEPOT FLHH,,Anglia
52608,BOW EAST FLHH (OLYMPICS),,Anglia
52605,BOW ECCQ PRIVATE SIDINGS,,Anglia
52701,BOW JUNCTION,XOW,Anglia
52604,BOW JUNCTION SIGNAL L5069,,Anglia
52602,BOW MIDLAND WASTE RECYCLNG,,Anglia
64606,BOW STREET,,Wales
1026,BOWER,,Scotland
53309,BOWES PARK,BOP,LNE
53310,BOWES PARK REVERSING SDG,,LNE
15319,BOWESFIELD JN.,,LNE
3255,BOWHILL,,Scotland
6203,BOWLING,BWG,Scotland
6201,BOWLING ESSO,,Scotland
87686,BOXHILL & WESTHUMBLE,BXW,Sussex
87101,BRACKNELL,BCE,Wessex
17019,BRADFORD FORSTER SQUARE,BDQ,LNE
18641,BRADFORD INTERCHANGE,BDI,LNE
75363,BRADFORD JN,,Western
82075,BRADFORD-ON-AVON,BOA,Western
86295,BRADING,BDN,Isle of Wight
18471,BRADLEY JN,,LNE
18469,BRADLEY WOOD JN,,LNE
43040,BRADWELL JUNCTION,,LNW
7453,BRAIDHURST,,Scotland
7454,BRAIDHURST DOWN LOOP,,Scotland
50204,BRAINTREE,BTR,Anglia
50205,BRAINTREE FREEPORT,BTP,Anglia
32579,BRAMHALL,BML,LNW
86061,BRAMLEY (HANTS),BMY,Wessex
18654,BRAMLEY (YORKS),BLE,LNE
13302,BRAMPTON (CUMBRIA),BMP,LNE
49105,BRAMPTON (SUFFOLK),BRP,Anglia
13301,BRAMPTON FELL S.B.,,LNE
43515,BRAMSHALL L.C.,,LNW
7005,BRANCHTON,BCN,Scotland
26305,BRANCLIFFE EAST JN,,LNE
46264,BRANDON,BND,Anglia
46263,BRANDON DOWN GOODS LOOP,,Anglia
46265,BRANDON DOWN SIDINGS,,Anglia
46251,BRANDON SIGNAL B19,,Anglia
46262,BRANDON UP REFUGE SIDINGS,,Anglia
86927,BRANKSOME,BSM,Wessex
44091,BRANSTON & WASHINGBOROUGH,,LNE
57721,BRANSTON JN,,East Midlands
59411,BRAYBROOK,,East Midlands
10195,BRAYSTONES,BYS,LNW
9226,BRAYTON,,LNW
89481,BRCHGTNCE,,Kent
81922,BRDGCOR,,Western
57225,BREADSALL,,East Midlands
3010,BRECHIN,,Scotland
32065,BREDBURY,BDY,LNW
32325,BREDBURY R.T.S.,,LNW
32326,BREDBURY R.T.S. (FLHH),,LNW
32333,BREDBURY TILCON,,LNW
4088,BREICH,BRC,Scotland
63303,BRENT CURVE JN,,East Midlands
81914,BRENT KNOLL,,Western
72114,BRENT NEW JN,,LNW
73676,BRENTFD TN W.WASTE R.T.S,,Western
87144,BRENTFORD,BFD,Wessex
73672,BRENTFORD TOWN,,Western
73671,BRENTFORD TOWN DAY & SONS,,Western
73670,BRENTFORD TOWN DAYS FLHH,,Western
73675,BRENTFRD,,Western
50331,BRENTWOOD,BRE,Anglia
348,BRESCIA,,Non Britain
31337,BREWERY JUNCTION,,LNW
71036,BRICKET WOOD,BWO,LNW
87602,BRICKLAYERS ARMS JN,XLJ,Kent
21120,BRICKPITS,,LNE
23443,BRIDGE JN,,LNE
3165,BRIDGE OF ALLAN,BEA,Scotland
6037,BRIDGE OF ORCHY,BRO,Scotland
6038,BRIDGE OF ORCHY C.E.,,Scotland
79791,BRIDGEND,BGN,Wales
79792,BRIDGEND 602 SIGNAL,,Wales
79797,BRIDGEND FORD SIDINGS,,Wales
79796,BRIDGEND FORD SIDINGS G.F.,,Wales
79794,BRIDGEND SIGNAL PT3028,,Wales
7269,BRIDGETON,BDG,Scotland
7271,BRIDGETON YARD,,Scotland
65951,BRIDGNORTH,,LNW
81924,BRIDGWATER,BWT,Western
81925,BRIDGWATER CHARTERAIL,,Western
81921,BRIDGWATER F.D,,Western
81926,BRIDGWATER SIGNAL 80,,Western
81923,BRIDGWATER UP SDG GF,,Western
19007,BRIDLINGTON,BDT,LNE
29036,BRIERFIELD,BRF,LNW
65729,BRIERLEY HILL,,LNW
65726,BRIERLEY HILL ADVENZA,,LNW
65730,BRIERLEY HILL FLHH,,LNW
65727,BRIERLEYH,,LNW
26001,BRIGG,BGG,LNE
34231,BRIGGS I.C.I. SDGS,,LNW
34232,BRIGGS SDGS STEETLEY COY,,LNW
34233,BRIGGS SIDING (DBS),,LNW
18455,BRIGHOUSE,BGH,LNE
87982,BRIGHTNLW,,Sussex
87980,BRIGHTON,BTN,Sussex
88770,BRIGHTON,,Kent
87977,BRIGHTON (BALLAST),,Sussex
87983,BRIGHTON L.H.S,XDV,Sussex
87976,BRIGHTON RECEPTION ROAD,,Sussex
87981,BRIGHTON S.S.,XBP,Sussex
87978,BRIGHTON SIGNAL 1257,,Sussex
88095,BRIGHTON SIGNAL T1280,,Sussex
87984,BRIGHTON WALL SIDING,,Sussex
25511,BRIGHTSIDE JN,,LNE
25512,BRIGHTSIDE LOOP SIG 174,,LNE
25513,BRIGHTSIDE UP/DN EAST SLOW,,LNE
69506,BRILL,,LNW
51914,BRIMSDOWN,BMD,Anglia
31563,BRINDLE HEATH LOOP,,LNW
31552,BRINDLE HEATH R.T.S.,,LNW
31553,BRINDLE HEATH R.T.S. FLHH,,LNW
69025,BRINKLOW,,LNW
32064,BRINNINGTON,BNT,LNW
81950,BRISTOL,,Western
81434,BRISTOL BARTON HILL EWS,,Western
81432,BRISTOL BARTON HILL W.R.D.,XHL,Western
81511,BRISTOL EAST DEPOT DGL,,Western
81512,BRISTOL EAST DEPOT EWS,,Western
81513,BRISTOL EAST DEPOT R.C.E,,Western
81690,BRISTOL EAST JN,,Western
81851,BRISTOL FREIGHTLINER TRML,,Western
81704,BRISTOL HIGH LEVEL SIDING,,Western
81800,BRISTOL HSS,XAB,Western
81610,BRISTOL KINGSLAND RD S&TE,,Western
81608,BRISTOL KINGSLAND ROAD,,Western
81609,BRISTOL KINGSLAND ROAD FHH,,Western
81527,BRISTOL MARSH JN UP GF,,Western
81109,BRISTOL PARKWAY,BPW,Western
81108,BRISTOL PWY RMT UP SPUR,,Western
81700,BRISTOL TEMPLE MEADS,BRI,Western
81702,BRISTOL TM LOCO SPUR,,Western
81404,BRISTOL TM SIG B242,,Western
81498,BRISTOL TM SIG. B175,,Western
81703,BRISTOL TM SIGNAL 423,,Western
81812,BRISTOL WEST JN.,,Western
81701,BRISTOLDT,,Western
81750,BRISTOLTM,,Western
81852,BRISTOLWS,,Western
78349,BRITHDIR,BHD,Wales
15656,BRITISH STEEL REDCAR,RBS,LNE
79602,BRITNFNOR,,Wales
79600,BRITON FERRY,BNF,Wales
79605,BRITON FERRY EAST,,Wales
79601,BRITON FERRY U.F.L. JN.,,Wales
79603,BRITON FERRY YARD,,Wales
48055,BRITTANIC FARM,,Anglia
87248,BRIXTON,BRX,Sussex
36602,BROAD GREEN,BGE,LNW
32232,BROADBOTTOM,BDB,LNW
57109,BROADHOLME,,East Midlands
89474,BROADSTAIRS,BSR,Kent
86901,BROCKENHURST,BCU,Wessex
86903,BROCKENHURST DOWN SIDING,,Wessex
86904,BROCKENHURST SIGNAL BH16,,Wessex
86902,BROCKENHURST UP SIDING,,Wessex
18492,BROCKHOLES,BHS,LNE
21403,BROCKLESBY JN.,,LNE
87629,BROCKLEY,BCY,Sussex
14003,BROCKLEY WHINS,BNR,LNE
1123,BRODIE,,Scotland
38218,BROMBOROUGH,BOM,LNW
38216,BROMBOROUGH RAKE,BMR,LNW
76376,BROMFIELD,,Wales
66306,BROMFORD BRIDGE,,LNW
66305,BROMFORD BRIDGE ESSO SDG,,LNW
66307,BROMFORD LOOP,,LNW
29177,BROMLEY CROSS,BMC,LNW
87647,BROMLEY JN,,Sussex
88482,BROMLEY NORTH,BMN,Kent
88477,BROMLEY SOUTH,BMS,Kent
88500,BROMLEY SOUTH SIGNAL VS617,,Kent
29176,BROMLYXNJ,,LNW
67003,BROMSGROVE,BMV,Western
67004,BROMSGROVE SIG G463,,Western
67002,BROMSGROVE UP GOODS LOOP,,Western
72415,BRONDESBURY,BSY,Anglia
72414,BRONDESBURY PARK,BSP,Anglia
89307,BROOKGATE,,Kent
53995,BROOKMANS PARK,BPK,LNE
59115,BROOKSBY LEVEL CROSSING,,East Midlands
86041,BROOKWOOD,BKO,Wessex
86046,BROOKWOOD COUNTRY END,,Wessex
86044,BROOKWOOD LONDON END,,Wessex
79099,BROOME,BME,Wales
19213,BROOMFLEET,BMF,LNE
8632,BROOMHILLOPENCAST,,Scotland
1021,BRORA,BRA,Scotland
1022,BRORA C.E.,,Scotland
19211,BROUGH,BUH,LNE
25155,BROUGHTON LANE JN,,LNE
3041,BROUGHTY FERRY,BYF,Scotland
8008,BROWNHILL D.P.L.,,Scotland
8007,BROWNHILL JN,XBA,Scotland
65319,BROWNHILLS,,LNW
51722,BROXBOURNE,BXB,Anglia
51725,BROXBOURNE DOWN PASS LOOP,,Anglia
51720,BROXBOURNE JN,,Anglia
51721,BROXBOURNE RECP.,,Anglia
47701,BROXBOURNE REDLAND AGGS,,Anglia
51726,BROXBOURNE SIG L1484,,Anglia
51724,BROXBOURNE SIG L5315,,Anglia
51723,BROXBOURNE SIG L5331,,Anglia
856,BRSFOREST,,Non Britain
51952,BRUCE GROVE,BCV,Anglia
48215,BRUNDALL,BDA,Anglia
48216,BRUNDALL GARDENS,BGA,Anglia
4635,BRUNSTANE,BSU,Scotland
36082,BRUNSWICK,BRW,LNW
82299,BRUTON,BRU,Western
855,BRUXELLES FOREST DEPOT,,Non Britain
850,BRUXELLES MIDI,BXS,Non Britain
35394,BRYN,BYN,LNW
79501,BRYNTEG LOADING PAD,,Wales
48213,BUCKENHAM,BUC,Anglia
83709,BUCKFASTLEIGH,BFL,Western
89521,BUCKLAND JN,XUK,Kent
41019,BUCKLEY,BCK,Wales
79097,BUCKNELL,BUK,Wales
30201,BUCKSHAW PARKWAY,BSV,LNW
69317,BUDBROOK JN,,LNW
85231,BUGLE,BGL,Western
79080,BUILTH ROAD,BHR,Wales
55116,BULWELL,BLW,East Midlands
55115,BULWELL SOUTH JN,,East Midlands
50109,BURES,BUE,Anglia
87971,BURGESS HILL,BUG,Sussex
2003,BURGHEAD,,Scotland
